PLC_NM,CTPR_NM,CARD_USE_AMT,CARD_UTILIIZA_CAS_CO,BASE_QUARTER
동백섬&누리마루APEC하우스,경기,589487296.0,9410,2020년 4분기
마린시티 카페거리,서울,567385956.0,14720,2020년 4분기
부산서면,충북,550088282.0,15079,2020년 4분기
해운대해수욕장,울산,546921461.0,8480,2020년 4분기
송도해수욕장,경기,463319062.0,18006,2020년 4분기
BIFF광장&용두산공원&보수동책방골목,경남,446863650.0,19766,2020년 4분기
부산서면,충남,439083286.0,13950,2020년 4분기
부산서면,광주,421971724.0,10036,2020년 4분기
자갈치·국제시장·부평깡통야시장,경북,420519693.0,10951,2020년 4분기
마린시티 카페거리,경기,419924639.0,10449,2020년 4분기
광안리해수욕장,대구,419644300.0,17087,2020년 4분기
광안리해수욕장,인천,413212775.0,15107,2020년 4분기
송도해수욕장,서울,407606898.0,17151,2020년 4분기
광안리해수욕장,울산,378148822.0,13752,2020년 4분기
자갈치·국제시장·부평깡통야시장,대구,368974227.0,8696,2020년 4분기
자갈치·국제시장·부평깡통야시장,인천,365212580.0,10852,2020년 4분기
광안리해수욕장,경북,362069365.0,13796,2020년 4분기
전포카페거리,서울,352770889.0,17107,2020년 4분기
해운대해수욕장,경북,344954467.0,7389,2020년 4분기
부산서면,전북,343658453.0,10080,2020년 4분기
오륙도&이기대 갈맷길,경남,332421709.0,6203,2020년 4분기
해운대해수욕장,인천,319457277.0,8525,2020년 4분기
BIFF광장&용두산공원&보수동책방골목,경기,318369848.0,15638,2020년 4분기
송도해수욕장,경남,302403283.0,13382,2020년 4분기
광안리해수욕장,대구,292257606.0,11436,2020년 4분기
BIFF광장&용두산공원&보수동책방골목,서울,272734039.0,16579,2020년 4분기
전포카페거리,경기,251917476.0,12478,2020년 4분기
"다대포 해수욕장(꿈의 낙조분수, 몰운대)",경남,233450219.0,12632,2020년 4분기
해운대해수욕장,대전,220166304.0,4524,2020년 4분기
전포카페거리,경북,220083068.0,7378,2020년 4분기
광안리해수욕장,경북,216020165.0,7764,2020년 4분기
센텀시티(신세계센텀 등),세종,215285835.0,2393,2020년 4분기
전포카페거리,울산,204799263.0,10626,2020년 4분기
마린시티 카페거리,경남,203709031.0,5414,2020년 4분기
광안리해수욕장,인천,198093688.0,8471,2020년 4분기
동백섬&누리마루APEC하우스,대구,193580779.0,2480,2020년 4분기
자갈치·국제시장·부평깡통야시장,충북,192791983.0,5200,2020년 4분기
광안리해수욕장,울산,187791842.0,7782,2020년 4분기
자갈치·국제시장·부평깡통야시장,전남,182706407.0,4065,2020년 4분기
동백섬&누리마루APEC하우스,경남,181009402.0,3574,2020년 4분기
광안리해수욕장,충북,175860334.0,7339,2020년 4분기
자갈치·국제시장·부평깡통야시장,대전,175660742.0,4403,2020년 4분기
전포카페거리,대구,175314607.0,5386,2020년 4분기
자갈치·국제시장·부평깡통야시장,충남,173128592.0,4529,2020년 4분기
광안리해수욕장,대전,170529437.0,6603,2020년 4분기
해운대해수욕장,충북,165923102.0,3747,2020년 4분기
해운대해수욕장,전남,158277294.0,2737,2020년 4분기
광안리해수욕장,충남,152882803.0,5150,2020년 4분기
해운대해수욕장,광주,150620550.0,3800,2020년 4분기
광안리해수욕장,광주,144394846.0,5655,2020년 4분기
광안리해수욕장,전남,135204265.0,4703,2020년 4분기
송도해수욕장,대구,134503232.0,4970,2020년 4분기
자갈치·국제시장·부평깡통야시장,강원,128133581.0,3542,2020년 4분기
부산서면,세종,126163956.0,2830,2020년 4분기
광안리해수욕장,강원,124681539.0,4222,2020년 4분기
자갈치·국제시장·부평깡통야시장,전북,122873070.0,2447,2020년 4분기
자갈치·국제시장·부평깡통야시장,제주,114121570.0,2471,2020년 4분기
감천문화마을,서울,112943958.0,7378,2020년 4분기
광안리해수욕장,충북,112735897.0,4826,2020년 4분기
송도해수욕장,경북,108921904.0,4390,2020년 4분기
송도해수욕장,인천,108465528.0,4261,2020년 4분기
송정해수욕장,경남,107682580.0,9133,2020년 4분기
해운대해수욕장,강원,106441062.0,2573,2020년 4분기
BIFF광장&용두산공원&보수동책방골목,울산,103769858.0,5130,2020년 4분기
마린시티 카페거리,대구,101025775.0,2417,2020년 4분기
자갈치·국제시장·부평깡통야시장,광주,96266940.0,2707,2020년 4분기
송도해수욕장,울산,96061005.0,4302,2020년 4분기
해운대해수욕장,충남,91775833.0,2717,2020년 4분기
광안리해수욕장,대전,90469364.0,3831,2020년 4분기
광안리해수욕장,광주,90439852.0,3382,2020년 4분기
광안리해수욕장,전북,89109402.0,3237,2020년 4분기
"다대포 해수욕장(꿈의 낙조분수, 몰운대)",경기,88477055.0,4480,2020년 4분기
송정해수욕장,서울,88335297.0,5713,2020년 4분기
오륙도&이기대 갈맷길,경기,87729757.0,2740,2020년 4분기
BIFF광장&용두산공원&보수동책방골목,경북,86917951.0,4368,2020년 4분기
해운대해수욕장,전북,85416126.0,1881,2020년 4분기
광안리해수욕장,충남,85077722.0,3273,2020년 4분기
마린시티 카페거리,경북,81673697.0,1850,2020년 4분기
송정해수욕장,경기,79527578.0,5162,2020년 4분기
"다대포 해수욕장(꿈의 낙조분수, 몰운대)",서울,79221667.0,4885,2020년 4분기
동백섬&누리마루APEC하우스,인천,77345068.0,1782,2020년 4분기
감천문화마을,경기,75577195.0,7385,2020년 4분기
오륙도&이기대 갈맷길,서울,74832525.0,2421,2020년 4분기
동백섬&누리마루APEC하우스,경북,72610825.0,1400,2020년 4분기
동백섬&누리마루APEC하우스,울산,72378611.0,1661,2020년 4분기
흰여울문화마을,서울,72149575.0,5861,2020년 4분기
태종대,경기,71785128.0,4399,2020년 4분기
동백섬&누리마루APEC하우스,대전,71034347.0,1097,2020년 4분기
광안리해수욕장,전북,70953135.0,2198,2020년 4분기
태종대,경남,70475538.0,2316,2020년 4분기
광안리해수욕장,전남,66794923.0,2476,2020년 4분기
마린시티 카페거리,인천,66684430.0,1825,2020년 4분기
태종대,서울,66564344.0,4458,2020년 4분기
광안리해수욕장,제주,66543524.0,2306,2020년 4분기
BIFF광장&용두산공원&보수동책방골목,인천,65267485.0,3904,2020년 4분기
일광해수욕장,경남,64377828.0,2973,2020년 4분기
BIFF광장&용두산공원&보수동책방골목,대구,64243885.0,3490,2020년 4분기
해운대해수욕장,제주,63586367.0,1400,2020년 4분기
마린시티 카페거리,울산,56752630.0,1671,2020년 4분기
송도해수욕장,충북,56109029.0,2111,2020년 4분기
광안리해수욕장,강원,55419287.0,2315,2020년 4분기
흰여울문화마을,경기,54669593.0,4428,2020년 4분기
전포카페거리,인천,54098501.0,2895,2020년 4분기
송도해수욕장,충남,49086559.0,1716,2020년 4분기
송도해수욕장,대전,48408720.0,1740,2020년 4분기
광안리해수욕장,세종,47940625.0,1417,2020년 4분기
마린시티 카페거리,대전,47711610.0,1181,2020년 4분기
마린시티 카페거리,충남,42955942.0,1046,2020년 4분기
일광해수욕장,울산,42590828.0,1632,2020년 4분기
해운대해수욕장,세종,42054152.0,1095,2020년 4분기
BIFF광장&용두산공원&보수동책방골목,전남,41962455.0,1875,2020년 4분기
BIFF광장&용두산공원&보수동책방골목,강원,41853994.0,1795,2020년 4분기
송정해수욕장,울산,40829464.0,3363,2020년 4분기
동백섬&누리마루APEC하우스,충남,40592605.0,755,2020년 4분기
전포카페거리,전남,39976713.0,2060,2020년 4분기
"다대포 해수욕장(꿈의 낙조분수, 몰운대)",울산,38296996.0,1882,2020년 4분기
오륙도&이기대 갈맷길,울산,38243089.0,1205,2020년 4분기
마린시티 카페거리,충북,37703216.0,950,2020년 4분기
마린시티 카페거리,전남,37059308.0,685,2020년 4분기
동백섬&누리마루APEC하우스,광주,36802182.0,775,2020년 4분기
송도해수욕장,전북,36192955.0,800,2020년 4분기
동백섬&누리마루APEC하우스,충북,35699437.0,871,2020년 4분기
동백섬&누리마루APEC하우스,전남,35335254.0,615,2020년 4분기
"다대포 해수욕장(꿈의 낙조분수, 몰운대)",경북,34772122.0,1781,2020년 4분기
BIFF광장&용두산공원&보수동책방골목,충남,34433738.0,1570,2020년 4분기
BIFF광장&용두산공원&보수동책방골목,충북,34034945.0,1505,2020년 4분기
"다대포 해수욕장(꿈의 낙조분수, 몰운대)",대구,33901479.0,1511,2020년 4분기
자갈치·국제시장·부평깡통야시장,세종,32864558.0,961,2020년 4분기
송도해수욕장,강원,32705228.0,1215,2020년 4분기
오륙도&이기대 갈맷길,전남,32350951.0,425,2020년 4분기
BIFF광장&용두산공원&보수동책방골목,제주,31893051.0,1327,2020년 4분기
감천문화마을,울산,31678394.0,585,2020년 4분기
태종대,대구,30205006.0,1047,2020년 4분기
마린시티 카페거리,광주,28812835.0,610,2020년 4분기
전포카페거리,대전,28788105.0,1412,2020년 4분기
송정해수욕장,대구,28427748.0,1930,2020년 4분기
광안리해수욕장,제주,28354298.0,1075,2020년 4분기
전포카페거리,충북,27536109.0,1941,2020년 4분기
송도해수욕장,광주,27295682.0,1165,2020년 4분기
동백섬&누리마루APEC하우스,강원,26405779.0,740,2020년 4분기
BIFF광장&용두산공원&보수동책방골목,대전,25643847.0,1525,2020년 4분기
흰여울문화마을,경남,25322607.0,1885,2020년 4분기
마린시티 카페거리,강원,24870778.0,565,2020년 4분기
전포카페거리,충남,24806343.0,1255,2020년 4분기
일광해수욕장,경기,24734343.0,995,2020년 4분기
태종대,경북,24202544.0,781,2020년 4분기
송도해수욕장,전남,24190285.0,1030,2020년 4분기
전포카페거리,전북,23068993.0,781,2020년 4분기
태종대,울산,22851002.0,816,2020년 4분기
전포카페거리,제주,22460806.0,1365,2020년 4분기
전포카페거리,광주,21273391.0,1075,2020년 4분기
"다대포 해수욕장(꿈의 낙조분수, 몰운대)",충남,21180849.0,485,2020년 4분기
송정해수욕장,경북,21129240.0,1340,2020년 4분기
BIFF광장&용두산공원&보수동책방골목,광주,21003532.0,990,2020년 4분기
일광해수욕장,서울,20475157.0,1066,2020년 4분기
오륙도&이기대 갈맷길,대구,19837737.0,745,2020년 4분기
오륙도&이기대 갈맷길,경북,19569665.0,731,2020년 4분기
마린시티 카페거리,전북,19072769.0,540,2020년 4분기
마린시티 카페거리,세종,18828362.0,415,2020년 4분기
전포카페거리,강원,18703163.0,1016,2020년 4분기
광안리해수욕장,세종,18513917.0,916,2020년 4분기
감천문화마을,인천,17018260.0,1435,2020년 4분기
동백섬&누리마루APEC하우스,전북,16648125.0,440,2020년 4분기
송도해수욕장,제주,16035436.0,535,2020년 4분기
태종대,인천,15244510.0,1032,2020년 4분기
흰여울문화마을,대구,14853645.0,1185,2020년 4분기
감천문화마을,경남,14764454.0,1645,2020년 4분기
"다대포 해수욕장(꿈의 낙조분수, 몰운대)",인천,14680214.0,750,2020년 4분기
BIFF광장&용두산공원&보수동책방골목,전북,14567200.0,730,2020년 4분기
흰여울문화마을,인천,14092309.0,1175,2020년 4분기
송정해수욕장,인천,14036967.0,1026,2020년 4분기
일광해수욕장,경북,13216504.0,490,2020년 4분기
일광해수욕장,대구,13126414.0,525,2020년 4분기
부산시민공원,경남,11367964.0,1101,2020년 4분기
송정해수욕장,충북,11225955.0,651,2020년 4분기
동백섬&누리마루APEC하우스,세종,10793242.0,325,2020년 4분기
"다대포 해수욕장(꿈의 낙조분수, 몰운대)",제주,10743673.0,405,2020년 4분기
송정해수욕장,광주,10492976.0,480,2020년 4분기
송도해수욕장,세종,9767969.0,315,2020년 4분기
태종대,대전,9708747.0,755,2020년 4분기
렛츠런파크,경기,9213841.0,15,2020년 4분기
을숙도,경남,9205718.0,3250,2020년 4분기
송정해수욕장,충남,9050475.0,420,2020년 4분기
태종대,전남,8917461.0,325,2020년 4분기
송정해수욕장,대전,8829877.0,525,2020년 4분기
"다대포 해수욕장(꿈의 낙조분수, 몰운대)",충북,8673459.0,325,2020년 4분기
흰여울문화마을,울산,8644434.0,655,2020년 4분기
감천문화마을,경북,8418199.0,810,2020년 4분기
"다대포 해수욕장(꿈의 낙조분수, 몰운대)",대전,8144933.0,380,2020년 4분기
흰여울문화마을,경북,8116980.0,625,2020년 4분기
마린시티 카페거리,제주,8003334.0,325,2020년 4분기
오륙도&이기대 갈맷길,광주,7911251.0,240,2020년 4분기
오륙도&이기대 갈맷길,대전,7817483.0,365,2020년 4분기
동백섬&누리마루APEC하우스,제주,7741088.0,150,2020년 4분기
태종대,충남,7669292.0,405,2020년 4분기
감천문화마을,대구,7550774.0,735,2020년 4분기
태종대,충북,7331062.0,405,2020년 4분기
오륙도&이기대 갈맷길,충남,7131618.0,255,2020년 4분기
감천문화마을,충북,7071892.0,720,2020년 4분기
송정해수욕장,제주,6741418.0,351,2020년 4분기
오륙도&이기대 갈맷길,강원,6499818.0,360,2020년 4분기
감천문화마을,대전,6337502.0,575,2020년 4분기
감천문화마을,강원,6185298.0,590,2020년 4분기
오륙도&이기대 갈맷길,충북,6068329.0,316,2020년 4분기
흰여울문화마을,대전,5960560.0,510,2020년 4분기
송정해수욕장,전북,5906545.0,365,2020년 4분기
송정해수욕장,강원,5838791.0,295,2020년 4분기
"다대포 해수욕장(꿈의 낙조분수, 몰운대)",전남,5740778.0,315,2020년 4분기
"다대포 해수욕장(꿈의 낙조분수, 몰운대)",전북,5629841.0,381,2020년 4분기
"다대포 해수욕장(꿈의 낙조분수, 몰운대)",강원,5626723.0,321,2020년 4분기
BIFF광장&용두산공원&보수동책방골목,세종,5528765.0,270,2020년 4분기
오륙도&이기대 갈맷길,인천,5287573.0,330,2020년 4분기
감천문화마을,충남,5265709.0,500,2020년 4분기
송정해수욕장,전남,5147304.0,405,2020년 4분기
을숙도,서울,4873766.0,1170,2020년 4분기
전포카페거리,세종,4836871.0,280,2020년 4분기
흰여울문화마을,충북,4793487.0,425,2020년 4분기
흰여울문화마을,충남,4625061.0,330,2020년 4분기
"다대포 해수욕장(꿈의 낙조분수, 몰운대)",광주,4549587.0,295,2020년 4분기
오륙도&이기대 갈맷길,제주,4455051.0,65,2020년 4분기
태종대,광주,4329448.0,260,2020년 4분기
일광해수욕장,인천,4086058.0,210,2020년 4분기
태종대,강원,3934700.0,290,2020년 4분기
일광해수욕장,광주,3854473.0,140,2020년 4분기
렛츠런파크,경남,3702195.0,372,2020년 4분기
감천문화마을,광주,3636751.0,375,2020년 4분기
렛츠런파크,경북,3577011.0,5,2020년 4분기
감천문화마을,전북,3293337.0,225,2020년 4분기
일광해수욕장,대전,3124663.0,130,2020년 4분기
태종대,제주,2967377.0,115,2020년 4분기
태종대,전북,2955880.0,165,2020년 4분기
흰여울문화마을,광주,2699613.0,200,2020년 4분기
일광해수욕장,강원,2660777.0,100,2020년 4분기
흰여울문화마을,전남,2620408.0,190,2020년 4분기
감천문화마을,전남,2541106.0,320,2020년 4분기
흰여울문화마을,강원,2525464.0,195,2020년 4분기
부산시민공원,서울,2428784.0,316,2020년 4분기
국립해양박물관,경남,2378705.0,200,2020년 4분기
을숙도,경기,2370479.0,720,2020년 4분기
일광해수욕장,충남,2334248.0,105,2020년 4분기
국립해양박물관,경기,2317385.0,235,2020년 4분기
송정해수욕장,세종,2231026.0,110,2020년 4분기
감천문화마을,제주,2158387.0,215,2020년 4분기
부산시민공원,울산,2110430.0,245,2020년 4분기
부산시민공원,경기,2002865.0,275,2020년 4분기
태종대,세종,2002098.0,105,2020년 4분기
일광해수욕장,전남,1943844.0,235,2020년 4분기
오륙도&이기대 갈맷길,전북,1858507.0,135,2020년 4분기
일광해수욕장,충북,1849513.0,135,2020년 4분기
국립해양박물관,서울,1771637.0,171,2020년 4분기
흰여울문화마을,전북,1635967.0,130,2020년 4분기
흰여울문화마을,세종,1611439.0,115,2020년 4분기
흰여울문화마을,제주,1233861.0,85,2020년 4분기
부산시민공원,경북,1221802.0,135,2020년 4분기
국립해양박물관,인천,1039119.0,35,2020년 4분기
부산시민공원,대구,888885.0,125,2020년 4분기
일광해수욕장,세종,765478.0,45,2020년 4분기
렛츠런파크,서울,763945.0,90,2020년 4분기
"다대포 해수욕장(꿈의 낙조분수, 몰운대)",세종,670943.0,75,2020년 4분기
렛츠런파크,대구,648970.0,40,2020년 4분기
을숙도,울산,550858.0,375,2020년 4분기
을숙도,대구,513555.0,275,2020년 4분기
국립해양박물관,대구,511000.0,45,2020년 4분기
을숙도,대전,491582.0,80,2020년 4분기
일광해수욕장,제주,487187.0,35,2020년 4분기
일광해수욕장,전북,457856.0,40,2020년 4분기
을숙도,경북,450191.0,260,2020년 4분기
감천문화마을,세종,425524.0,65,2020년 4분기
을숙도,인천,390404.0,115,2020년 4분기
국립해양박물관,충북,383250.0,30,2020년 4분기
국립해양박물관,울산,347991.0,30,2020년 4분기
을숙도,강원,347480.0,90,2020년 4분기
부산시민공원,인천,306600.0,50,2020년 4분기
부산시민공원,전남,288204.0,40,2020년 4분기
오륙도&이기대 갈맷길,세종,271341.0,40,2020년 4분기
렛츠런파크,울산,270830.0,25,2020년 4분기
부산시민공원,충남,243236.0,50,2020년 4분기
부산시민공원,강원,243236.0,30,2020년 4분기
국립해양박물관,경북,240170.0,25,2020년 4분기
을숙도,전남,238637.0,95,2020년 4분기
국립해양박물관,광주,212065.0,20,2020년 4분기
부산시민공원,충북,210277.0,30,2020년 4분기
을숙도,충북,192136.0,90,2020년 4분기
국립해양박물관,전북,158410.0,10,2020년 4분기
국립해양박물관,충남,155855.0,15,2020년 4분기
을숙도,광주,145635.0,65,2020년 4분기
을숙도,제주,144613.0,35,2020년 4분기
부산시민공원,대전,143080.0,25,2020년 4분기
부산시민공원,제주,126728.0,35,2020년 4분기
부산시민공원,전북,107310.0,10,2020년 4분기
을숙도,전북,101689.0,35,2020년 4분기
부산시민공원,광주,91980.0,20,2020년 4분기
을숙도,충남,90958.0,45,2020년 4분기
국립해양박물관,대전,76650.0,10,2020년 4분기
국립해양박물관,강원,58765.0,10,2020년 4분기
을숙도,세종,58765.0,20,2020년 4분기
부산시민공원,세종,19418.0,5,2020년 4분기
렛츠런파크,대전,2420.0,5,2020년 4분기
