pId,tagType,hashTag
139,GRP,혼자
139,SEASON,여름
139,SEASON,가을
139,SEASON,봄
139,SEASON,겨울
139,IEM,쇼핑
139,CL,도시
140,GRP,부모
140,GRP,아이
140,GRP,가족
140,GRP,친구
140,GRP,커플
140,GRP,혼자
140,SEASON,여름
140,SEASON,가을
140,SEASON,봄
140,SEASON,겨울
140,IEM,쇼핑
140,CL,도시
141,GRP,부모
141,GRP,아이
141,GRP,가족
141,GRP,친구
141,GRP,커플
141,GRP,혼자
141,SEASON,여름
141,SEASON,가을
141,SEASON,봄
141,SEASON,겨울
141,IEM,쇼핑
141,CL,도시
142,GRP,부모
142,GRP,아이
142,GRP,가족
142,GRP,친구
142,GRP,커플
142,GRP,혼자
142,SEASON,여름
142,SEASON,가을
142,SEASON,봄
142,SEASON,겨울
142,IEM,쇼핑
142,CL,도시
143,GRP,부모
143,GRP,아이
143,GRP,가족
143,GRP,친구
143,GRP,커플
143,GRP,혼자
143,SEASON,여름
143,SEASON,가을
143,SEASON,봄
143,SEASON,겨울
143,IEM,쇼핑
143,CL,도시
144,GRP,부모
144,GRP,아이
144,GRP,가족
144,GRP,친구
144,GRP,커플
144,GRP,혼자
144,SEASON,여름
144,SEASON,가을
144,SEASON,봄
144,SEASON,겨울
144,IEM,쇼핑
144,CL,도시
145,GRP,부모
145,GRP,아이
145,GRP,가족
145,GRP,친구
145,GRP,커플
145,GRP,혼자
145,SEASON,여름
145,SEASON,가을
145,SEASON,봄
145,SEASON,겨울
145,IEM,쇼핑
145,CL,도시
146,GRP,부모
146,GRP,아이
146,GRP,가족
146,GRP,친구
146,GRP,커플
146,GRP,혼자
146,SEASON,여름
146,SEASON,가을
146,SEASON,봄
146,SEASON,겨울
146,IEM,쇼핑
146,CL,도시
147,GRP,부모
147,GRP,아이
147,GRP,가족
147,GRP,친구
147,GRP,혼자
147,SEASON,여름
147,SEASON,가을
147,SEASON,봄
147,SEASON,겨울
147,IEM,쇼핑
147,CL,도시
148,GRP,아이
148,GRP,친구
148,GRP,커플
148,GRP,혼자
148,SEASON,여름
148,IEM,자연
148,IEM,체험
148,IEM,이색여행
148,CL,바다
149,GRP,부모
149,GRP,아이
149,GRP,가족
149,GRP,친구
149,SEASON,여름
149,SEASON,가을
149,SEASON,봄
149,SEASON,겨울
149,IEM,체험
149,CL,기타
149,CL,도시
150,GRP,부모
150,GRP,아이
150,GRP,친구
150,GRP,커플
150,SEASON,여름
150,SEASON,가을
150,IEM,체험
150,CL,바다
151,GRP,부모
151,GRP,아이
151,GRP,가족
151,GRP,친구
151,GRP,커플
151,SEASON,여름
151,SEASON,가을
151,SEASON,봄
151,SEASON,겨울
151,IEM,체험
151,CL,도시
152,GRP,친구
152,GRP,혼자
152,SEASON,여름
152,SEASON,가을
152,SEASON,봄
152,SEASON,겨울
152,IEM,체험
152,IEM,공원
152,IEM,문화
152,CL,기타
153,GRP,부모
153,GRP,아이
153,GRP,가족
153,GRP,친구
153,GRP,커플
153,GRP,혼자
153,SEASON,여름
153,SEASON,가을
153,SEASON,봄
153,SEASON,겨울
153,IEM,체험
153,CL,산
154,GRP,부모
154,GRP,아이
154,GRP,가족
154,GRP,친구
154,GRP,커플
154,GRP,혼자
154,SEASON,여름
154,SEASON,가을
154,SEASON,봄
154,SEASON,겨울
154,IEM,체험
154,CL,기타
155,GRP,친구
155,GRP,커플
155,GRP,혼자
155,SEASON,여름
155,SEASON,가을
155,SEASON,봄
155,SEASON,겨울
155,IEM,문화
155,CL,산
156,GRP,부모
156,GRP,아이
156,GRP,가족
156,GRP,친구
156,GRP,커플
156,SEASON,여름
156,SEASON,가을
156,SEASON,봄
156,SEASON,겨울
156,IEM,체험
156,IEM,문화
156,CL,기타
157,GRP,부모
157,GRP,아이
157,GRP,가족
157,GRP,친구
157,GRP,커플
157,SEASON,여름
157,SEASON,가을
157,SEASON,봄
157,SEASON,겨울
157,IEM,체험
157,CL,도시
158,GRP,친구
158,GRP,커플
158,GRP,혼자
158,SEASON,여름
158,SEASON,가을
158,SEASON,봄
158,SEASON,겨울
158,IEM,체험
158,CL,도시
158,CL,바다
159,GRP,친구
159,GRP,커플
159,GRP,혼자
159,SEASON,여름
159,SEASON,가을
159,SEASON,봄
159,SEASON,겨울
159,IEM,체험
159,CL,도시
160,GRP,아이
160,GRP,친구
160,GRP,커플
160,GRP,혼자
160,SEASON,여름
160,SEASON,가을
160,SEASON,봄
160,SEASON,겨울
160,IEM,체험
160,CL,도시
161,GRP,친구
161,GRP,커플
161,GRP,혼자
161,SEASON,여름
161,SEASON,가을
161,SEASON,봄
161,SEASON,겨울
161,IEM,자연
161,IEM,체험
161,IEM,문화
161,CL,산
162,GRP,부모
162,GRP,아이
162,GRP,가족
162,GRP,친구
162,GRP,커플
162,SEASON,여름
162,SEASON,가을
162,SEASON,봄
162,SEASON,겨울
162,IEM,체험
162,CL,기타
163,GRP,아이
163,GRP,가족
163,SEASON,여름
163,SEASON,가을
163,SEASON,봄
163,SEASON,겨울
163,IEM,체험
163,CL,기타
164,GRP,아이
164,GRP,가족
164,GRP,친구
164,GRP,커플
164,SEASON,여름
164,SEASON,가을
164,SEASON,봄
164,SEASON,겨울
164,IEM,체험
164,CL,도시
165,GRP,가족
165,GRP,친구
165,GRP,커플
165,SEASON,여름
165,SEASON,가을
165,SEASON,봄
165,SEASON,겨울
165,IEM,문화
165,CL,도시
166,GRP,아이
166,GRP,가족
166,GRP,친구
166,GRP,혼자
166,SEASON,가을
166,SEASON,봄
166,IEM,자연
166,CL,바다
167,GRP,부모
167,GRP,아이
167,GRP,가족
167,GRP,친구
167,GRP,커플
167,GRP,혼자
167,SEASON,여름
167,SEASON,가을
167,SEASON,봄
167,IEM,자연
167,IEM,공원
167,CL,바다
168,GRP,아이
168,GRP,친구
168,GRP,커플
168,GRP,혼자
168,SEASON,여름
168,SEASON,가을
168,SEASON,봄
168,IEM,자연
168,CL,도시
168,CL,바다
169,GRP,아이
169,GRP,가족
169,GRP,친구
169,GRP,커플
169,GRP,혼자
169,SEASON,여름
169,SEASON,가을
169,SEASON,봄
169,SEASON,겨울
169,IEM,체험
169,IEM,문화
169,CL,도시
170,GRP,친구
170,GRP,커플
170,GRP,혼자
170,SEASON,여름
170,SEASON,가을
170,SEASON,봄
170,SEASON,겨울
170,IEM,자연
170,IEM,이색여행
170,IEM,걷기
170,CL,산
170,CL,도시
171,GRP,친구
171,GRP,커플
171,GRP,혼자
171,SEASON,여름
171,SEASON,가을
171,SEASON,봄
171,SEASON,겨울
171,IEM,자연
171,IEM,이색여행
171,IEM,걷기
171,CL,산
171,CL,도시
172,GRP,부모
172,GRP,아이
172,GRP,가족
172,GRP,친구
172,GRP,커플
172,GRP,혼자
172,SEASON,여름
172,SEASON,가을
172,SEASON,봄
172,SEASON,겨울
172,IEM,체험
172,IEM,이색여행
172,CL,도시
173,GRP,부모
173,GRP,아이
173,GRP,가족
173,GRP,친구
173,GRP,커플
173,GRP,혼자
173,SEASON,여름
173,SEASON,가을
173,SEASON,봄
173,SEASON,겨울
173,IEM,체험
173,IEM,이색여행
173,CL,도시
174,GRP,부모
174,GRP,아이
174,GRP,가족
174,GRP,친구
174,GRP,커플
174,GRP,혼자
174,SEASON,여름
174,SEASON,가을
174,SEASON,봄
174,SEASON,겨울
174,IEM,체험
174,IEM,이색여행
174,CL,도시
175,GRP,부모
175,GRP,아이
175,GRP,가족
175,GRP,친구
175,GRP,커플
175,SEASON,여름
175,SEASON,가을
175,SEASON,봄
175,SEASON,겨울
175,IEM,자연
175,IEM,체험
175,IEM,이색여행
175,CL,도시
176,GRP,부모
176,GRP,아이
176,GRP,가족
176,GRP,친구
176,GRP,커플
176,SEASON,여름
176,SEASON,가을
176,SEASON,봄
176,SEASON,겨울
176,IEM,자연
176,IEM,체험
176,IEM,이색여행
176,CL,도시
177,GRP,아이
177,GRP,친구
177,GRP,커플
177,GRP,혼자
177,SEASON,여름
177,SEASON,가을
177,SEASON,봄
177,SEASON,겨울
177,IEM,이색여행
177,IEM,걷기
177,CL,기타
178,GRP,부모
178,GRP,아이
178,GRP,가족
178,GRP,친구
178,GRP,커플
178,GRP,혼자
178,SEASON,가을
178,IEM,자연
178,IEM,이색여행
178,IEM,공원
178,CL,바다
179,GRP,혼자
179,SEASON,여름
179,SEASON,가을
179,SEASON,봄
179,SEASON,겨울
179,IEM,걷기
179,CL,도시
180,GRP,아이
180,GRP,친구
180,GRP,커플
180,GRP,혼자
180,SEASON,여름
180,IEM,자연
180,IEM,체험
180,IEM,이색여행
180,CL,바다
181,GRP,커플
181,SEASON,가을
181,IEM,이색여행
181,CL,산
181,CL,바다
182,GRP,친구
182,GRP,커플
182,GRP,혼자
182,SEASON,여름
182,SEASON,가을
182,SEASON,봄
182,SEASON,겨울
182,IEM,걷기
182,CL,산
182,CL,바다
183,GRP,친구
183,GRP,커플
183,GRP,혼자
183,SEASON,여름
183,SEASON,가을
183,SEASON,봄
183,SEASON,겨울
183,IEM,걷기
183,CL,산
183,CL,바다
184,GRP,혼자
184,SEASON,여름
184,SEASON,가을
184,SEASON,봄
184,SEASON,겨울
184,IEM,자연
184,IEM,이색여행
184,IEM,걷기
184,CL,산
185,GRP,아이
185,GRP,친구
185,GRP,커플
185,GRP,혼자
185,SEASON,여름
185,SEASON,가을
185,SEASON,봄
185,SEASON,겨울
185,IEM,이색여행
185,IEM,걷기
185,CL,기타
186,GRP,부모
186,GRP,아이
186,GRP,가족
186,GRP,친구
186,GRP,커플
186,SEASON,여름
186,SEASON,가을
186,SEASON,봄
186,IEM,자연
186,IEM,체험
186,IEM,이색여행
186,CL,바다
187,GRP,부모
187,GRP,아이
187,GRP,가족
187,GRP,친구
187,GRP,커플
187,SEASON,여름
187,SEASON,가을
187,SEASON,봄
187,IEM,자연
187,IEM,체험
187,IEM,이색여행
187,CL,바다
188,GRP,부모
188,GRP,아이
188,GRP,가족
188,GRP,친구
188,GRP,커플
188,GRP,혼자
188,SEASON,여름
188,SEASON,가을
188,SEASON,봄
188,IEM,자연
188,IEM,공원
188,CL,바다
189,GRP,부모
189,GRP,아이
189,GRP,가족
189,GRP,친구
189,GRP,커플
189,GRP,혼자
189,SEASON,여름
189,SEASON,가을
189,SEASON,봄
189,IEM,자연
189,IEM,공원
189,CL,바다
190,GRP,아이
190,GRP,혼자
190,SEASON,여름
190,IEM,자연
190,CL,바다
191,GRP,아이
191,GRP,혼자
191,SEASON,여름
191,IEM,자연
191,CL,바다
192,GRP,부모
192,GRP,아이
192,GRP,가족
192,GRP,친구
192,GRP,커플
192,GRP,혼자
192,SEASON,여름
192,SEASON,가을
192,SEASON,봄
192,SEASON,겨울
192,IEM,이색여행
192,CL,산
192,CL,도시
192,CL,바다
193,GRP,아이
193,GRP,가족
193,GRP,친구
193,GRP,혼자
193,SEASON,여름
193,SEASON,가을
193,SEASON,봄
193,SEASON,겨울
193,IEM,체험
193,IEM,이색여행
193,CL,도시
194,GRP,부모
194,GRP,아이
194,GRP,가족
194,GRP,친구
194,GRP,커플
194,GRP,혼자
194,SEASON,여름
194,SEASON,가을
194,SEASON,봄
194,SEASON,겨울
194,IEM,체험
194,IEM,이색여행
194,IEM,걷기
194,CL,바다
195,GRP,부모
195,GRP,아이
195,GRP,가족
195,GRP,친구
195,GRP,커플
195,GRP,혼자
195,SEASON,여름
195,SEASON,가을
195,SEASON,봄
195,SEASON,겨울
195,IEM,자연
195,IEM,걷기
195,CL,산
196,GRP,아이
196,GRP,가족
196,GRP,친구
196,GRP,커플
196,SEASON,여름
196,SEASON,가을
196,SEASON,봄
196,SEASON,겨울
196,IEM,이색여행
196,IEM,걷기
196,CL,산
196,CL,도시
197,GRP,아이
197,GRP,가족
197,GRP,친구
197,GRP,커플
197,SEASON,여름
197,SEASON,가을
197,SEASON,봄
197,SEASON,겨울
197,IEM,이색여행
197,IEM,걷기
197,CL,산
197,CL,도시
198,GRP,아이
198,GRP,가족
198,GRP,친구
198,GRP,커플
198,SEASON,여름
198,SEASON,가을
198,SEASON,봄
198,SEASON,겨울
198,IEM,이색여행
198,IEM,걷기
198,CL,산
198,CL,도시
199,GRP,부모
199,GRP,아이
199,GRP,가족
199,GRP,친구
199,GRP,커플
199,GRP,혼자
199,SEASON,여름
199,SEASON,가을
199,SEASON,봄
199,SEASON,겨울
199,IEM,걷기
199,CL,산
199,CL,바다
200,GRP,친구
200,GRP,커플
200,GRP,혼자
200,SEASON,가을
200,SEASON,봄
200,IEM,자연
200,IEM,이색여행
200,IEM,문화
200,CL,기타
201,GRP,혼자
201,SEASON,여름
201,SEASON,가을
201,SEASON,봄
201,SEASON,겨울
201,IEM,이색여행
201,IEM,걷기
201,CL,바다
202,GRP,혼자
202,SEASON,여름
202,SEASON,가을
202,SEASON,봄
202,SEASON,겨울
202,IEM,이색여행
202,IEM,걷기
202,CL,바다
203,GRP,친구
203,GRP,커플
203,GRP,혼자
203,SEASON,가을
203,IEM,자연
203,CL,기타
203,CL,바다
204,GRP,친구
204,GRP,커플
204,GRP,혼자
204,SEASON,가을
204,IEM,자연
204,CL,기타
204,CL,바다
205,GRP,친구
205,GRP,커플
205,GRP,혼자
205,SEASON,가을
205,IEM,자연
205,CL,기타
205,CL,바다
206,GRP,부모
206,GRP,아이
206,GRP,가족
206,GRP,친구
206,GRP,커플
206,GRP,혼자
206,SEASON,여름
206,SEASON,가을
206,SEASON,봄
206,SEASON,겨울
206,IEM,자연
206,IEM,공원
206,IEM,걷기
206,CL,산
207,GRP,가족
207,GRP,친구
207,GRP,커플
207,SEASON,여름
207,SEASON,가을
207,SEASON,봄
207,SEASON,겨울
207,IEM,이색여행
207,CL,기타
207,CL,도시
207,CL,바다
208,GRP,가족
208,GRP,친구
208,GRP,커플
208,SEASON,여름
208,SEASON,가을
208,SEASON,봄
208,SEASON,겨울
208,IEM,이색여행
208,CL,기타
208,CL,도시
208,CL,바다
209,GRP,가족
209,GRP,친구
209,GRP,커플
209,SEASON,여름
209,SEASON,가을
209,SEASON,봄
209,SEASON,겨울
209,IEM,이색여행
209,CL,기타
209,CL,도시
209,CL,바다
210,GRP,부모
210,GRP,아이
210,GRP,친구
210,GRP,커플
210,GRP,혼자
210,SEASON,여름
210,SEASON,가을
210,SEASON,봄
210,SEASON,겨울
210,IEM,자연
210,IEM,걷기
210,CL,산
211,GRP,아이
211,GRP,가족
211,GRP,친구
211,GRP,커플
211,GRP,혼자
211,SEASON,여름
211,SEASON,가을
211,SEASON,봄
211,IEM,걷기
211,CL,바다
212,GRP,아이
212,GRP,친구
212,GRP,커플
212,GRP,혼자
212,SEASON,여름
212,SEASON,가을
212,SEASON,봄
212,IEM,자연
212,IEM,걷기
212,CL,산
213,GRP,아이
213,GRP,가족
213,GRP,친구
213,GRP,커플
213,GRP,혼자
213,SEASON,여름
213,SEASON,가을
213,SEASON,봄
213,SEASON,겨울
213,IEM,체험
213,IEM,이색여행
213,IEM,걷기
213,CL,도시
214,GRP,아이
214,GRP,친구
214,GRP,커플
214,GRP,혼자
214,SEASON,여름
214,SEASON,가을
214,SEASON,봄
214,IEM,자연
214,IEM,걷기
214,CL,바다
215,GRP,아이
215,GRP,가족
215,GRP,친구
215,GRP,커플
215,SEASON,여름
215,SEASON,가을
215,SEASON,봄
215,SEASON,겨울
215,IEM,체험
215,CL,기타
216,GRP,가족
216,GRP,친구
216,GRP,커플
216,SEASON,여름
216,SEASON,가을
216,SEASON,봄
216,IEM,이색여행
216,CL,기타
